pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
BFS	X	1	10000	0.0055337653927757	9997	10511	1899430	0
BFS	Y	1	10000	0.0055337653927757	9997	10511	1899430	0
BFS	A	1	10000	0.0055337653927757	9997	10511	1899430	0
BFS	B	1	10000	0.001	10000	450	450000	100000
BFS	X	1	10000	0.0020714669249639	9998	3935	1899620	0
BFS	Y	1	10000	0.0020714669249639	9998	3935	1899620	0
BFS	A	1	10000	0.0020714669249639	9998	3935	1899620	0
BFS	B	1	10000	0.0012911111111111	10000	581	450000	100000
BFS	X	1	10000	0.0035336842105263	10000	6714	1900000	0
BFS	Y	1	10000	0.0035336842105263	10000	6714	1900000	0
BFS	A	1	10000	0.0035336842105263	10000	6714	1900000	0
BFS	B	1	10000	0.0013888888888888	10000	625	450000	100000
BFS	X	1	10000	0.0055357894736842	10000	10518	1900000	0
BFS	Y	1	10000	0.0055357894736842	10000	10518	1900000	0
BFS	A	1	10000	0.0055357894736842	10000	10518	1900000	0
BFS	B	1	10000	0.0008755555555555	10000	394	450000	100000
BFS	X	1	10000	0.0053015789473684	10000	10073	1900000	0
BFS	Y	1	10000	0.0053015789473684	10000	10073	1900000	0
BFS	A	1	10000	0.0053015789473684	10000	10073	1900000	0
BFS	B	1	10000	0.0019379715749352	9999	872	449955	99990
BFS	X	1	10000	0.005818947368421	10000	11056	1900000	0
BFS	Y	1	10000	0.005818947368421	10000	11056	1900000	0
BFS	A	1	10000	0.005818947368421	10000	11056	1900000	0
BFS	B	1	10000	0.0021491037992688	9999	967	449955	99990
BFS	X	1	10000	0.0016505263157894	10000	3136	1900000	0
BFS	Y	1	10000	0.0016505263157894	10000	3136	1900000	0
BFS	A	1	10000	0.0016505263157894	10000	3136	1900000	0
BFS	B	1	10000	0.0013	10000	585	450000	100000
BFS	X	1	10000	0.0049693855525078	9997	9439	1899430	0
BFS	Y	1	10000	0.0049693855525078	9997	9439	1899430	0
BFS	A	1	10000	0.0049693855525078	9997	9439	1899430	0
BFS	B	1	10000	0.0017355555555555	10000	781	450000	100000
BFS	X	1	10000	0.0017278947368421	10000	3283	1900000	0
BFS	Y	1	10000	0.0017278947368421	10000	3283	1900000	0
BFS	A	1	10000	0.0017278947368421	10000	3283	1900000	0
BFS	B	1	10000	0.0009933333333333	10000	447	450000	100000
BFS	X	1	10000	0.0017310526315789	10000	3289	1900000	0
BFS	Y	1	10000	0.0017310526315789	10000	3289	1900000	0
BFS	A	1	10000	0.0017310526315789	10000	3289	1900000	0
BFS	B	1	10000	0.0025577777777777	10000	1151	450000	100000
BFS	X	1	10000	0.0038284210526315	10000	7274	1900000	0
BFS	Y	1	10000	0.0038284210526315	10000	7274	1900000	0
BFS	A	1	10000	0.0038284210526315	10000	7274	1900000	0
BFS	B	1	10000	0.0008355555555555	10000	376	450000	100000
BFS	X	1	10000	0.0013263157894736	10000	2520	1900000	0
BFS	Y	1	10000	0.0013263157894736	10000	2520	1900000	0
BFS	A	1	10000	0.0013263157894736	10000	2520	1900000	0
BFS	B	1	10000	0.0023111111111111	10000	1040	450000	100000
BFS	X	1	10000	0.0041942105263157	10000	7969	1900000	0
BFS	Y	1	10000	0.0041942105263157	10000	7969	1900000	0
BFS	A	1	10000	0.0041942105263157	10000	7969	1900000	0
BFS	B	1	10000	0.0022888888888888	10000	1030	450000	100000
BFS	X	1	10000	0.0036866844579194	9999	7004	1899810	0
BFS	Y	1	10000	0.0036866844579194	9999	7004	1899810	0
BFS	A	1	10000	0.0036866844579194	9999	7004	1899810	0
